id,city,country,lat,long,income
983,Pembroke,MT,35.925312,14.478294,57669.60
984,Sakule,RS,45.1459732,20.4917347,49857.31
985,Jiangnan,CN,22.781631,108.273158,59160.24
986,Drosáto,GR,41.1670464,22.8015705,38889.53
987,Sibayo,PE,-15.49357,-71.465973,52210.71
988,Hufang,CN,27.330904,117.044081,85978.03
989,Tojal,PT,41.2511521,-8.3148854,30184.54
990,San Marcos de Colón,HN,13.439615,-86.7994359,57913.13
991,Quintas,PT,41.6716076,-8.504234,27244.41
992,Österbybruk,SE,60.1960972,17.8961823,20160.28
993,Vievis,LT,54.76667,24.8,77643.63
994,Řehlovice,CZ,50.6261682,13.9528289,97566.17
995,Radlje ob Dravi,SI,46.614358,15.2255472,57481.58
996,Artsvanist,AM,40.145705,45.5109432,69144.66
997,Zhangcunping,CN,31.293061,111.207071,30848.44
998,Xitianwei,CN,25.485074,119.04263,41914.42
999,Orzech,PL,50.0558922,21.6020199,77848.15
1000,Masma,PE,-11.7843129,-75.4242758,77549.40
